发布日期,岗位名称,薪酬low,薪酬high,几薪,工作城市,城市2,城市3,地区,学历,工作年限,公司名称,公司行业,其他方面,链接
2019年12月19日,招聘15573-全球化游戏数据分析（上海）,面议,,,上海,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1925253773.shtml
2019年12月19日,招聘PCG22-安全与风险数据分析（深圳）,面议,,,深圳,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1925227755.shtml
2019年12月19日,招聘PCG22-增长数据分析师（深圳）,面议,,,深圳,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1925227753.shtml
2019年12月19日,招聘PCG09-信息流产品数据分析,面议,,,北京,,,,本科及以上,2年以上,腾讯,互联网电商,,https://www.liepin.com/job/1925035737.shtml
2019年12月19日,招聘数据分析师,15,25,12,北京,,,中关村,本科及以上,3年以上,汽车之家,其他,休闲餐点|上市公司|公司规模大|发展空间大|福利待遇好|办公环境舒适|薪资面谈,https://www.liepin.com/job/1921060059.shtml
2019年12月19日,招聘27564- 体育游戏数据分析（深圳）,面议,,,深圳,,,,本科及以上,2年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924916523.shtml
2019年12月19日,招聘23674-数据分析产品,面议,,,北京,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924782881.shtml
2019年12月19日,招聘15579-海外数据分析运营（深圳）,面议,,,深圳,,,,本科及以上,2年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924736731.shtml
2019年12月19日,招聘14137-WXG财务管理（深圳-数据分析方向）,面议,,,深圳,,,,本科及以上,2年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924736691.shtml
2019年12月19日,招聘TME-腾讯音乐中央信息库数据分析,面议,,,深圳,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924736679.shtml
2019年12月19日,招聘18402-和平精英数据分析(深圳),面议,,,深圳,,,,本科及以上,2年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924646073.shtml
2019年12月19日,招聘WXG10-企业微信数据分析工程师,面议,,,广州,,,,本科及以上,1年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924594221.shtml
2019年12月19日,招聘32271-腾讯视频数据分析师（用户增长方向）,面议,,,北京,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924567515.shtml
2019年12月19日,招聘28936-移动游戏数据分析(深圳）,面议,,,深圳,,,,本科及以上,5年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924567485.shtml
2019年12月19日,招聘25814-数据分析师,面议,,,北京,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924542277.shtml
2019年12月19日,招聘34975-高级游戏数据分析,面议,,,深圳,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924505577.shtml
2019年12月19日,招聘23674-用户增长数据分析师（分析）,面议,,,北京,,,,学历不限,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924484431.shtml
2019年12月19日,招聘09216M-数据分析师,10,15,16,北京,,,,学历不限,4年以上,保险,保险,五险一金|节日福利|定期体检|年底双薪,https://www.liepin.com/job/1918176527.shtml
2019年12月19日,招聘数据分析,8,15,12,天津,,,五大道,本科及以上,1年以上,百度中国,互联网电商,带薪年假|通讯津贴|午餐补助|定期体检|五险一金|上市公司|500强,https://www.liepin.com/job/1925410325.shtml
2019年12月19日,招聘大数据分析师（数据挖掘方向）,10,15,13,北京,,,酒仙桥,本科及以上,经验不限,北京零点有数数据科技股份有限公司,专业服务,有竞争力的业务品|业务转型势如破竹|大数据强势发展|新三板上市|业绩稳定|管理环境积极健康|有利员工成长发展,https://www.liepin.com/job/199337298.shtml
2019年12月19日,招聘大数据分析师（GIS方向）,8,12,12,北京,,,,统招本科,经验不限,北京零点有数数据科技股份有限公司,专业服务,五险一金|带薪年假,https://www.liepin.com/job/1925260907.shtml
2019年12月19日,招聘数据分析工程师,19,29,16,杭州,,,,统招本科,5年以上,国内知名科技公司,智能硬件，人工智能,,https://www.liepin.com/a/17792699.shtml
2019年12月19日,招聘TEG15-支付产品国际化数据分析(深圳),面议,,,深圳,,,,本科及以上,3年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924434863.shtml
2019年12月19日,招聘0224DI-数据分析岗（实习）,3,,12,上海,,,,学历不限,1年以上,保险,保险,免费班车,https://www.liepin.com/job/1925407537.shtml
2019年12月19日,招聘25927-数据分析师,面议,,,深圳,,,,本科及以上,1年以上,腾讯,互联网电商,,https://www.liepin.com/job/1924178377.shtml
2019年12月19日,招聘大数据分析开发工程师,20,40,13,深圳,,,南山区,统招本科,3年以上,晨北科技,互联网电商,年底双薪|带薪年假|交通补助|通讯津贴|午餐补助|定期体检|弹性工作|年度旅游|五险一金|团队聚餐,https://www.liepin.com/job/1924448799.shtml
2019年12月19日,招聘资深BI数据分析,18,36,13,苏州,,,工业园区,本科及以上,5年以上,饿了么,轮,绩效奖金|带薪年假|定期体检|年度旅游|节日礼物|五险一金,https://www.liepin.com/job/1922597857.shtml
2019年12月19日,招聘课程产品经理（数据分析向）,15,25,12,上海,,,,本科及以上,3年以上,上海晓圈教育科技有限公司,未融资,年底双薪|股票期权|绩效奖金|带薪年假|弹性工作|发展空间大,https://www.liepin.com/job/1924583491.shtml
2019年12月19日,招聘HR Data Analysist / 人力资源数据分析师,面议,,,上海,,,,本科及以上,3年以上,毕马威中国 KPMG China,专业服务,带薪年假|五险一金,https://www.liepin.com/job/1925361693.shtml
2019年12月19日,招聘数据分析岗SH443,6,10,12,上海,,,,本科及以上,经验不限,银行,银行,带薪年假|交通补助|定期体检|年度旅游|节日礼物|管理规范|技能培训|五险一金|团队聚餐|领导好,https://www.liepin.com/job/1924479307.shtml
2019年12月19日,招聘数据分析经理,20,35,12,北京,,,,统招本科,5年以上,爱学习教育集团,教育培训,公司规模大|五险一金|节日礼物|带薪年假|午餐补助|定期体检|年度旅游|领导好|年底双薪,https://www.liepin.com/job/1924842573.shtml
2019年12月19日,招聘大数据分析研究员（博士应届以上）,25,35,15,,,,,博士,经验不限,电子技术/半导体/集成电路,电子技术半导体集成电路,,https://www.liepin.com/a/17979699.shtml
2019年12月19日,招聘大数据分析研究员（博士应届以上）,18,35,15,,,,,博士,经验不限,电子技术/半导体/集成电路,电子技术半导体集成电路,,https://www.liepin.com/a/17837351.shtml
2019年12月19日,招聘销售行政主管-数据分析(J10741),6,8,16,杭州,,,四季青,大专及以上,3年以上,斯凯奇贸易(上海)有限公司,服装纺织,年底双薪|绩效奖金|发展空间大|定期体检|带薪年假|岗位晋升|节日礼物|五险一金,https://www.liepin.com/job/1920797775.shtml
2019年12月19日,招聘数据分析专家,30,60,16,上海,,,,统招本科,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/16923111.shtml
2019年12月19日,招聘数据分析,8,10,12,上海,,,静安区,本科及以上,经验不限,知名外资企业,电子设备，医疗设备器械,,https://www.liepin.com/a/18122023.shtml
2019年12月19日,招聘电商数据分析经理,25,35,15,上海,,,,统招本科,5年以上,食品/饮料/烟酒/日化,食品饮料烟酒日化,,https://www.liepin.com/a/18083633.shtml
2019年12月19日,招聘数据分析师,15,30,12,,,,,学历不限,经验不限,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17830491.shtml
2019年12月19日,招聘数据分析师,面议,,,广州,,,,本科及以上,1年以上,唯品会(中国),互联网电商,绩效奖金|带薪年假|交通补助|通讯津贴|定期体检|免费班车|五险一金|团队聚餐|全勤奖|500强,https://www.liepin.com/job/1924957403.shtml
2019年12月19日,招聘商品数据分析专员,6,8,12,广州,,,,学历不限,2年以上,UR 快尚时装有限公司,服装纺织,团队聚餐|发展空间大|管理规范|岗位晋升|节日礼物|公司规模大|技能培训,https://www.liepin.com/job/1921379135.shtml
2019年12月19日,招聘数据分析主管,7,10,12,广州,,,机场路,大专及以上,3年以上,UR 快尚时装有限公司,服装纺织,免费班车|五险一金|团队聚餐|发展空间大|管理规范|带薪年假|岗位晋升|节日礼物|公司规模大|技能培训,https://www.liepin.com/job/1916843097.shtml
2019年12月19日,招聘专利数据分析师(J10597),10,15,13,苏州,,,,本科及以上,1年以上,patsnap,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1923231685.shtml
2019年12月19日,招聘数据分析师(J10593),10,20,12,苏州,,,工业园区,本科及以上,2年以上,patsnap,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1922978291.shtml
2019年12月19日,招聘数据分析师(J10593),10,20,13,苏州,,,,本科及以上,2年以上,patsnap,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1922950285.shtml
2019年12月19日,招聘专利数据分析师,10,15,12,苏州,,,工业园区,本科及以上,1年以上,patsnap,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1923294963.shtml
2019年12月19日,招聘数据分析intern(J10620),2,4,12,苏州,,,,统招本科,经验不限,patsnap,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1924188709.shtml
2019年12月19日,招聘数据分析主管,10,15,12,上海,,,,统招本科,1年以上,携程,上市,交通补助|上市公司|五险一金|领导好|带薪年假|绩效奖金|公司规模大,https://www.liepin.com/job/1911531485.shtml
2019年12月19日,招聘数据分析助理,5,6,12,上海,,,,本科及以上,1年以上,香港新世界集团成员-K11 CONCEPTS LIMITED,房地产建筑,年底双薪|带薪年假|午餐补助|定期体检|五险一金|团队聚餐|公司规模大,https://www.liepin.com/job/1920982821.shtml
2019年12月19日,招聘助理经理-数据分析,面议,,,上海,,,,本科及以上,5年以上,香港新世界集团成员-K11 CONCEPTS LIMITED,房地产建筑,年底双薪|带薪年假|午餐补助|定期体检|五险一金|团队聚餐|公司规模大,https://www.liepin.com/job/1924525937.shtml
2019年12月19日,招聘高级主任（数据分析）,8,12,12,上海,,,,本科及以上,5年以上,香港新世界集团成员-K11 CONCEPTS LIMITED,房地产建筑,年底双薪|带薪年假|午餐补助|定期体检|五险一金|团队聚餐|公司规模大,https://www.liepin.com/job/1924193327.shtml
2019年12月19日,招聘医药数据分析师,8,12,13,深圳,,,南山区,统招本科,1年以上,制药/生物工程,制药生物工程,年底双薪|绩效奖金|带薪年假|交通补助|午餐补助|节日礼物|岗位晋升|五险一金|发展空间大|优秀员工奖,https://www.liepin.com/job/1921599107.shtml
2019年12月19日,招聘数据分析经理,20,25,13,深圳,,,科技园,本科及以上,8年以上,制药/生物工程,制药生物工程,年底双薪|绩效奖金|带薪年假|交通补助|午餐补助|节日礼物|岗位晋升|五险一金|发展空间大|优秀员工奖,https://www.liepin.com/job/1920038091.shtml
2019年12月19日,招聘金融风险数据分析师,8,15,12,上海,,,,本科及以上,1年以上,上海析鲸信息科技有限公司,互联网电商,领导好|技能培训|岗位晋升|发展空间大|带薪年假|交通补助|午餐补助|年度旅游|五险一金|团队聚餐,https://www.liepin.com/job/1912384330.shtml
2019年12月19日,招聘数据分析主管,10,15,13,广州,,,,统招本科,3年以上,广州数说故事信息科技有限公司,互联网电商,带薪年假|弹性工作|扁平管理|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1924203061.shtml
2019年12月19日,招聘数据分析经理,15,20,13,广州,,,,统招本科,5年以上,广州数说故事信息科技有限公司,互联网电商,带薪年假|弹性工作|扁平管理|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1924201529.shtml
2019年12月19日,招聘数据分析经理,面议,,,北京,,,国贸,统招本科,5年以上,广州数说故事信息科技有限公司,互联网电商,带薪年假|弹性工作|扁平管理|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1923161241.shtml
2019年12月19日,招聘高级数据分析师,面议,,,上海,,,,本科及以上,2年以上,广州数说故事信息科技有限公司,互联网电商,带薪年假|弹性工作|扁平管理|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1923104317.shtml
2019年12月19日,招聘高级/中级数据分析师,面议,,,广州,,,,统招本科,2年以上,广州数说故事信息科技有限公司,互联网电商,带薪年假|弹性工作|扁平管理|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1923092207.shtml
2019年12月19日,招聘数据分析,8,10,12,上海,,,浦东新区,大专及以上,1年以上,世界百强互联网公司,互联网移动互联网电子商务，服务系统集成，计算机硬件网络设备,,https://www.liepin.com/a/18103725.shtml
2019年12月19日,招聘数据分析师,12,18,13,南京,,,,统招本科,3年以上,南京小精豆生物科技有限公司,互联网电商,绩效奖金|带薪年假|定期体检|年度旅游|节日礼物|扁平管理|技能培训|岗位晋升|五险一金|发展空间大,https://www.liepin.com/job/1921084961.shtml
2019年12月19日,招聘数据分析与建模（生物经济与生物地产）,15,30,12,杭州,,,滨江区,本科及以上,5年以上,火石创造,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1920196917.shtml
