小区,地区,厅,面积,单位,方向,状态,层,build-year,形式,钱,单位,网址,推荐语
八角北路 ,八角,2室1厅 ,58.46,平米, 南 北 , 其他 , 高楼层(共6层) , 1985年建 , 板楼,264,万,https://bj.lianjia.com/ershoufang/101106414600.html,八角北路 2室1厅 264万
古城北路 ,古城,2室1厅 ,76.2,平米, 南 北 , 其他 , 低楼层(共6层) , 1998年建 , 板楼,378,万,https://bj.lianjia.com/ershoufang/101106414498.html,古城北路 2室1厅 378万
中建雅颂居 ,潞苑,1室1厅 ,64.96,平米, 西 , 简装 , 高楼层(共22层) , 2012年建 , 板塔结合,229,万,https://bj.lianjia.com/ershoufang/101106414389.html,精装修 首套首付约96万 2012年电梯房 配套公立幼儿园
首开常青藤二期 ,东坝,2室2厅 ,82.58,平米, 南 北 , 精装 , 中楼层(共5层) , 2011年建 , 板楼,595,万,https://bj.lianjia.com/ershoufang/101106414301.html,中间位置 南北通透 全明格局 拎包入住
逸成东苑 ,学院路,2室1厅 ,75.19,平米, 西南 , 精装 , 低楼层(共22层) , 2003年建 , 塔楼,600,万,https://bj.lianjia.com/ershoufang/101106414181.html,逸成东苑 西南两居 采光视野好 精装修
洋桥西里 ,洋桥,2室1厅 ,49.59,平米, 南 北 , 其他 , 底层(共6层) , 1990年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106414179.html,洋桥西里 2室1厅 350万
绿地新都会 ,长阳,2室1厅 ,96.86,平米, 南 北 , 其他 , 中楼层(共12层) , 2011年建 , 板塔结合,330,万,https://bj.lianjia.com/ershoufang/101106414170.html,绿地新都会 2室1厅 330万
建新南区 ,顺义城,1室1厅 ,43.6,平米, 南 , 精装 , 中楼层(共6层) , 1988年建 , 板楼,240,万,https://bj.lianjia.com/ershoufang/101106414093.html,朝南向一居室 精装修 业主诚心出售.
常楹公元自由派 ,常营,1房间1卫 ,37.29,平米, 西 , 精装 , 低楼层(共23层) , 2015年建 , 塔楼,129,万,https://bj.lianjia.com/ershoufang/101106414019.html,6号线常营站  常楹公元自由派  50年产权
紫金新干线二期 ,霍营,2室1厅 ,92.9,平米, 南 北 , 精装 , 高楼层(共10层) , 2013年建 , 板楼,470,万,https://bj.lianjia.com/ershoufang/101106413968.html,新小区 带电梯南北通透两居室在售
炫特嘉园一期 ,石佛营,2室1厅 ,63.27,平米, 东 北 , 其他 , 中楼层(共22层) , 2004年建 , 塔楼,395,万,https://bj.lianjia.com/ershoufang/101106413894.html,炫特嘉园一期 2室1厅 395万
金港国际 ,大望路,1室1厅 ,62.61,平米, 西 , 其他 , 顶层(共10层) , 2003年建 , 塔楼,468,万,https://bj.lianjia.com/ershoufang/101106413843.html,双地铁换乘 高层观景 无遮挡 户型方正 没有浪费面积
小南庄社区 ,苏州桥,2室1厅 ,57.35,平米, 南 北 , 简装 , 中楼层(共6层) , 1980年建 , 板楼,573.5,万,https://bj.lianjia.com/ershoufang/101106413837.html,满五年家庭一套房 中间楼层 南北通透 采光无遮挡
天畅园 ,奥林匹克公园,3室1厅 ,182.91,平米, 西南 , 其他 , 顶层(共32层) , 2008年建 , 塔楼,860,万,https://bj.lianjia.com/ershoufang/101106413724.html,房本满五年，税少，高层观景奥森
明日嘉园 ,马家堡,2室1厅 ,106.52,平米, 南 , 其他 , 低楼层(共24层) , 2003年建 , 塔楼,670,万,https://bj.lianjia.com/ershoufang/101106413656.html,明日嘉园 2室1厅 670万
名佳花园三区 ,北七家,1室1厅 ,64.63,平米, 南 北 , 其他 , 中楼层(共5层) , 2004年建 , 板楼,280,万,https://bj.lianjia.com/ershoufang/101106413432.html,名佳花园三区 1室1厅 280万
皂君东里 ,皂君庙,2室1厅 ,56.9,平米, 南 北 , 其他 , 顶层(共6层) , 1987年建 , 板楼,480,万,https://bj.lianjia.com/ershoufang/101106413407.html,满五年唯一公房，南北通透，满五年唯一公房
十里堡南区 ,石佛营,2室1厅 ,54.95,平米, 南 北 , 简装 , 顶层(共6层) , 1993年建 , 板楼,315,万,https://bj.lianjia.com/ershoufang/101106413374.html,十里堡南区 2室1厅 315万
天秀花园澄秀园 ,马连洼,2室1厅 ,65.19,平米, 东 , 精装 , 中楼层(共6层) , 2007年建 , 板楼,488,万,https://bj.lianjia.com/ershoufang/101106413301.html,天秀花园精装修两居室中间层，直观小区广场，诚意出售
上东三角洲 ,酒仙桥,3室2厅 ,138.21,平米, 东 西 , 其他 , 中楼层(共16层) , 2004年建 , 板楼,650,万,https://bj.lianjia.com/ershoufang/101106413290.html,上东三角洲 3室2厅 650万
华龙苑南里 ,霍营,2室1厅 ,73.74,平米, 南 北 , 其他 , 中楼层(共6层) , 1995年建 , 板楼,370,万,https://bj.lianjia.com/ershoufang/101106413268.html,紧邻地铁13和8号线+满五年唯一+南北通透+中间楼层
嘉美风尚中心 ,望京,3室1厅 ,146.9,平米, 南 北 , 其他 , 低楼层(共26层) , 2006年建 , 板楼,965,万,https://bj.lianjia.com/ershoufang/101106413251.html,嘉美风尚中心 3室1厅 965万
岭南路38号院 ,定慧寺,3室1厅 ,80.39,平米, 东北 , 精装 , 高楼层(共16层) , 1992年建 , 塔楼,830,万,https://bj.lianjia.com/ershoufang/101106413248.html,航天桥 满五年唯一 精装修 电梯直达三居
小黄庄前街 ,安贞,1室1厅 ,45.24,平米, 南 北 , 精装 , 顶层(共7层) , 1994年建 , 板楼,339,万,https://bj.lianjia.com/ershoufang/101106413209.html,小黄庄前街 1室1厅 339万
马家堡路23号院 ,洋桥,2室1厅 ,58.71,平米, 南 , 精装 , 中楼层(共18层) , 1992年建 , 塔楼,350,万,https://bj.lianjia.com/ershoufang/101106413203.html,双南向两居室，中间层，业主诚心出售
西钓鱼台庄园 ,定慧寺,4室2厅 ,156.9,平米, 南 北 , 其他 , 中楼层(共6层) , 1998年建 , 板楼,1650,万,https://bj.lianjia.com/ershoufang/101106413184.html,西钓鱼台庄园 4室2厅 1650万
领秀慧谷D区 ,回龙观,3室2厅 ,139,平米, 南 北 , 精装 , 中楼层(共13层) , 2016年建 , 板楼,919,万,https://bj.lianjia.com/ershoufang/101106413178.html,2016年商品房社区，三居两卫，人车分流
新源西里东街 ,东直门,2室1厅 ,57.66,平米, 南 , 精装 , 中楼层(共16层) , 1983年建 , 塔楼,429,万,https://bj.lianjia.com/ershoufang/101106413172.html,双男两居室，中高楼层，满五年唯一
龙翔路小区 ,牡丹园,3室1厅 ,77.34,平米, 南 西北 , 其他 , 中楼层(共18层) , 1997年建 , 塔楼,650,万,https://bj.lianjia.com/ershoufang/101106413159.html,龙翔路小区 3室1厅 650万
大西洋新城C区 ,望京,2室1厅 ,67.41,平米, 西南 , 简装 , 低楼层(共28层) , 2000年建 , 塔楼,530,万,https://bj.lianjia.com/ershoufang/101106413153.html,大西洋新城 正规两居室 户型方正
顺鑫澜庭 ,顺义其它,2室1厅 ,84.57,平米, 南 北 , 其他 , 中楼层(共6层) , 2007年建 , 板楼,270,万,https://bj.lianjia.com/ershoufang/101106413091.html,顺鑫澜庭 2室1厅 270万
苏荷时代 ,果园,1室0厅 ,44.82,平米, 东南 , 其他 , 中楼层(共24层) , 2005年建 , 板塔结合,225,万,https://bj.lianjia.com/ershoufang/101106413057.html,苏荷时代 1室0厅 225万
安慧里二区 ,亚运村,3室1厅 ,75.18,平米, 西南 , 其他 , 低楼层(共25层) , 1990年建 , 塔楼,550,万,https://bj.lianjia.com/ershoufang/101106413036.html,满五年唯一 商品房 精装修 户型方正 采光充足
慧忠里 ,亚运村,1室1厅 ,44.64,平米, 西南 , 其他 , 高楼层(共6层) , 1993年建 , 板楼,410,万,https://bj.lianjia.com/ershoufang/101106412975.html,慧忠里 1室1厅 410万
东润枫景三期 ,朝阳公园,3室1厅 ,134.37,平米, 西南 , 精装 , 中楼层(共16层) , 2003年建 , 板楼,850,万,https://bj.lianjia.com/ershoufang/101106412953.html,观小区花园 户型方正 不临街 采光充足三居
天通苑东一区 ,天通苑,2室1厅 ,82.71,平米, 南 北 , 精装 , 中楼层(共7层) , 2001年建 , 板楼,382,万,https://bj.lianjia.com/ershoufang/101106412933.html,此房是公房满五年业主首套，公摊很少，全明格局。
锦绣馨园 ,亚运村小营,1室1厅 ,79.35,平米, 北 , 精装 , 中楼层(共24层) , 2001年建 , 塔楼,510,万,https://bj.lianjia.com/ershoufang/101106412928.html,锦绣馨园 正规一居 满五唯一 业主诚售
天通苑东一区 ,天通苑,1室1厅 ,75.51,平米, 西南 , 简装 , 中楼层(共17层) , 2001年建 , 塔楼,320,万,https://bj.lianjia.com/ershoufang/101106412880.html,天通苑东一区 1室1厅 320万
万年花城四期 ,玉泉营,2室1厅 ,56.11,平米, 北 , 其他 , 中楼层(共9层) , 2008年建 , 板楼,370,万,https://bj.lianjia.com/ershoufang/101106412875.html,万年花城四期 2室1厅 370万
百草园 ,西北旺,2室1厅 ,60,平米, 南 北 , 其他 , 底层(共6层) , 1999年建 , 板楼,468,万,https://bj.lianjia.com/ershoufang/101106412766.html,百草园 2室1厅 468万
林校北里 ,黄村火车站,2室1厅 ,52.78,平米, 南 北 , 精装 , 底层(共5层) , 1981年建 , 板楼,249,万,https://bj.lianjia.com/ershoufang/101106412740.html,林校北里 2室1厅 249万
天元小区 ,果园,2室1厅 ,74.53,平米, 南 北 , 其他 , 高楼层(共6层) , 2001年建 , 板楼,365,万,https://bj.lianjia.com/ershoufang/101106412698.html,天元小区 2室1厅 365万
康静里 ,东坝,1室1厅 ,47.29,平米, 南 , 精装 , 顶层(共6层) , 1993年建 , 板楼,235,万,https://bj.lianjia.com/ershoufang/101106412564.html,房本满五年，家庭名下唯一住房，拎包入住，看房方便
信德园 ,菜户营,2室2厅 ,108.76,平米, 西南 , 其他 , 高楼层(共23层) , 2002年建 , 塔楼,730,万,https://bj.lianjia.com/ershoufang/101106412492.html,信德园 2室2厅 730万
二龙路 ,金融街,2室1厅 ,60.9,平米, 南 东 , 其他 , 低楼层(共17层) , 1985年建 , 塔楼,950,万,https://bj.lianjia.com/ershoufang/101106412484.html,二龙路 2室1厅 950万
农光里 ,劲松,1室1厅 ,51.47,平米, 南 , 其他 , 中楼层(共24层) , 1998年建 , 塔楼,325,万,https://bj.lianjia.com/ershoufang/101106412431.html,农光里 1室1厅 325万
长阳半岛3号院 ,长阳,3室1厅 ,99.7,平米, 东 南 北 , 精装 , 高楼层(共16层) , 2012年建 , 塔楼,435,万,https://bj.lianjia.com/ershoufang/101106412323.html,万科东南北三居室，全明格局品质装修，保持的很好
上元君庭 ,奥林匹克公园,1室0厅 ,50,平米, 北 , 精装 , 高楼层(共27层) , 2006年建 , 板楼,360,万,https://bj.lianjia.com/ershoufang/101106412312.html,奥森公园附近 户型方正 高层开间 诚意出售
安苑东里一区 ,惠新西街,2室1厅 ,59.6,平米, 南 北 , 精装 , 高楼层(共6层) , 1987年建 , 板楼,425,万,https://bj.lianjia.com/ershoufang/101106412307.html,南北通透 全明格局 精装婚房 改善住房条件诚意出售
丽园B区 ,枣园,2室1厅 ,70.44,平米, 南 北 , 精装 , 中楼层(共8层) , 2005年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106412199.html,房子满五年唯一，精装修，带电梯.
大羊坊甲4号院 ,北苑,2室1厅 ,78.4,平米, 南 , 其他 , 高楼层(共11层) , 2005年建 , 板楼,480,万,https://bj.lianjia.com/ershoufang/101106412185.html,全南两居 央产房  产权清晰 交通便利 生活购物方便
小南庄社区 ,苏州桥,3室1厅 ,67.51,平米, 西 北 , 简装 , 中楼层(共16层) , 1992年建 , 塔楼,688,万,https://bj.lianjia.com/ershoufang/101106411983.html,中关村，万泉，满五年唯一公房，不临街，精装修
牛街东里 ,牛街,2室1厅 ,61.55,平米, 东南 , 精装 , 高楼层(共20层) , 1999年建 , 塔楼,552,万,https://bj.lianjia.com/ershoufang/101106411871.html,东南向两居复式，双卫，30万精装，有车位
兴海园 ,瀛海,2室2厅 ,78.36,平米, 南 北 , 其他 , 中楼层(共6层) , 1995年建 , 板楼,285,万,https://bj.lianjia.com/ershoufang/101106411832.html,兴海园 2室2厅 285万
田园风光雅苑 ,回龙观,3室1厅 ,125.27,平米, 南 北 , 简装 , 低楼层(共6层) , 2006年建 , 板楼,579,万,https://bj.lianjia.com/ershoufang/101106411830.html,田园风光雅苑 3室1厅 579万
鲁能7号院颐景溪园 ,马坡,2室1厅 ,85.85,平米, 南 北 , 其他 , 高楼层(共15层) , 2014年建 , 板楼,340,万,https://bj.lianjia.com/ershoufang/101106411745.html,鲁能7号院颐景溪园 2室1厅 340万
南运巷 ,白纸坊,2室1厅 ,57.09,平米, 西南 , 简装 , 高楼层(共18层) , 1990年建 , 塔楼,515,万,https://bj.lianjia.com/ershoufang/101106411678.html,西城区 二环里 南运巷小区 西南向两居 电梯直达
安贞西里 ,安贞,1室1厅 ,49.52,平米, 南 , 其他 , 低楼层(共16层) , 1986年建 , 板塔结合,410,万,https://bj.lianjia.com/ershoufang/101106411659.html,安贞西里南向大一居 楼层高视野好 按照满五唯一缴税
角门东里 ,角门,2室1厅 ,84.98,平米, 东北 , 精装 , 中楼层(共18层) , 1998年建 , 塔楼,498,万,https://bj.lianjia.com/ershoufang/101106411629.html,角门东里 2室1厅 498万
星河城西区 ,马家堡,3室2厅 ,109.6,平米, 南 北 , 其他 , 顶层(共11层) , 2006年建 , 板楼,715,万,https://bj.lianjia.com/ershoufang/101106411624.html,星河城西区 3室2厅 715万
丽都壹号 ,酒仙桥,1室1厅 ,60.5,平米, 东北 , 精装 , 低楼层(共22层) , 2013年建 , 板楼,495,万,https://bj.lianjia.com/ershoufang/101106411517.html,二期明厨明卫一居室！精装修，拎包入住！紧邻公园！
宣颐家园 ,旧宫,1室1厅 ,67.2,平米, 南 , 其他 , 低楼层(共7层) , 2001年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106411428.html,宣颐家园 1室1厅 350万
新龙城 ,回龙观,3室2厅 ,115.04,平米, 南 北 , 精装 , 中楼层(共20层) , 2007年建 , 板塔结合,510,万,https://bj.lianjia.com/ershoufang/101106411383.html,新龙城三居室，南北通透，自住精装修，看房方便
满庭芳园 ,双榆树,3室1厅 ,128.27,平米, 南 西北 , 精装 , 中楼层(共24层) , 1999年建 , 塔楼,1030,万,https://bj.lianjia.com/ershoufang/101106411336.html,满庭芳园  西北南向  全明格局三居室
黄辛庄东里 ,良乡,2室2厅 ,94.33,平米, 南 北 , 其他 , 顶层(共6层) , 2003年建 , 板楼,230,万,https://bj.lianjia.com/ershoufang/101106411319.html,黄辛庄东里 2室2厅 230万
和平里三区 ,和平里,2室1厅 ,58.06,平米, 南 北 , 其他 , 底层(共6层) , 1996年建 , 板楼,680,万,https://bj.lianjia.com/ershoufang/101106411318.html,和平里三区 2室1厅 680万
翠成馨园 ,垡头,2室1厅 ,105.33,平米, 南 北 , 其他 , 中楼层(共11层) , 2007年建 , 板塔结合,580,万,https://bj.lianjia.com/ershoufang/101106411314.html,翠成馨园 2室1厅 580万
天居园 ,奥林匹克公园,1室0厅 ,88.2,平米, 西 , 精装 , 低楼层(共32层) , 2008年建 , 塔楼,528,万,https://bj.lianjia.com/ershoufang/101106411306.html,满五唯一 业主自住 精装修 正对小区 安静 落地窗
东柳西里 ,双桥,1室1厅 ,35.46,平米, 南 , 其他 , 中楼层(共5层) , 1982年建 , 板楼,200,万,https://bj.lianjia.com/ershoufang/101106411295.html,东柳西里 1室1厅 200万
永居胡同 ,天宁寺,1室0厅 ,40.26,平米, 东 , 其他 , 高楼层(共6层) , 1985年建 , 板楼,380,万,https://bj.lianjia.com/ershoufang/101106411179.html,永居胡同 1室0厅 380万
龙湖香醍漫步四区南区 ,马坡,4室2厅 ,161.03,平米, 南 北 , 其他 , 8层 , 2012年建 , 板楼,620,万,https://bj.lianjia.com/ershoufang/101106411176.html,龙湖香醍漫步四区南区 4室2厅 620万
翠成馨园 ,垡头,2室1厅 ,62.06,平米, 南 , 精装 , 中楼层(共11层) , 2007年建 , 板塔结合,338,万,https://bj.lianjia.com/ershoufang/101106411070.html,翠成馨园精品小两居，精装修，满五年，业主诚意出售。
观林园 ,清河,3室2厅 ,162.21,平米, 南 北 , 其他 , 底层(共6层) , 2011年建 , 板楼,1050,万,https://bj.lianjia.com/ershoufang/101106410829.html,观林园 3室2厅 1050万
龙腾苑四区 ,回龙观,3室2厅 ,144.43,平米, 南 北 西 , 简装 , 中楼层(共6层) , 2003年建 , 板楼,530,万,https://bj.lianjia.com/ershoufang/101106410757.html,本房屋无任何抵押，房本干净，业主诚心出售
华威西里 ,潘家园,2室1厅 ,70.09,平米, 西南 , 简装 , 高楼层(共18层) , 1995年建 , 塔楼,420,万,https://bj.lianjia.com/ershoufang/101106410756.html,华威西里 2室1厅 420万
蓬莱公寓东区 ,北七家,3室2厅 ,123.45,平米, 南 北 , 其他 , 中楼层(共6层) , 2002年建 , 板楼,335,万,https://bj.lianjia.com/ershoufang/101106410738.html,蓬莱公寓东区 3室2厅 335万
百环家园 ,双井,2室2厅 ,121.34,平米, 东南 , 其他 , 中楼层(共26层) , 2005年建 , 板塔结合,630,万,https://bj.lianjia.com/ershoufang/101106410736.html,百环家园 2室2厅 630万
双榆树南里二区 ,皂君庙,3室1厅 ,74.9,平米, 东 西 北 , 其他 , 中楼层(共24层) , 1992年建 , 塔楼,715,万,https://bj.lianjia.com/ershoufang/101106410697.html,双榆树南里二区 3室1厅 715万
望都新地 ,北七家,2室2厅 ,89.23,平米, 南 北 , 精装 , 6层 , 2009年建 , 板楼,368,万,https://bj.lianjia.com/ershoufang/101106410632.html,商品房满五年家庭名下一套住房，诚心出售
梨园东里 ,梨园,1室1厅 ,51.93,平米, 南 北 , 其他 , 底层(共6层) , 2001年建 , 板楼,245,万,https://bj.lianjia.com/ershoufang/101106410625.html,梨园东里 1室1厅 245万
新奥洋房 ,永定门,2室1厅 ,116.18,平米, 东 南 北 , 精装 , 中楼层(共9层) , 2005年建 , 板塔结合,960,万,https://bj.lianjia.com/ershoufang/101106410582.html,新奥洋房南北通透挂东窗，精装修，带明卫
南十里居 ,朝阳公园,3室1厅 ,68.2,平米, 北 南 , 精装 , 中楼层(共6层) , 1985年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106410578.html,南北通透  满五唯一 中间楼层 业主诚售
名佳花园三区 ,北七家,2室1厅 ,108.17,平米, 南 北 , 精装 , 中楼层(共5层) , 2004年建 , 板楼,395,万,https://bj.lianjia.com/ershoufang/101106410535.html,名佳花园三区 2室1厅 395万
春园 ,青塔,1室1厅 ,114,平米, 西南 北 , 简装 , 低楼层(共24层) , 2001年建 , 塔楼,465,万,https://bj.lianjia.com/ershoufang/101106410474.html,春园 1室1厅 465万
青塔秀园 ,青塔,1室0厅 ,44.13,平米, 南 , 其他 , 高楼层(共6层) , 1994年建 , 板楼,230,万,https://bj.lianjia.com/ershoufang/101106410449.html,青塔秀园 1室0厅 230万
芍药居2号院 ,芍药居,2室1厅 ,53.88,平米, 南 北 , 其他 , 高楼层(共6层) , 1985年建 , 板楼,437,万,https://bj.lianjia.com/ershoufang/101106410422.html,新上 南北通透2居室采光好 满五年公房
